NBI_Gossypium_hirsutum_v1.1	Zea_mays.B73_RefGen_v4_OMA	OMA_mapping	OMA_groups
Gh_A11G2186	Zm00001d049418	n:m	NA
Gh_A11G2188	Zm00001d049418	n:m	NA
Gh_A11G2191	Zm00001d049418	n:m	NA
Gh_A13G1432	Zm00001d049418	n:m	NA
Gh_D07G1367	Zm00001d049418	n:m	NA
Gh_D11G2491	Zm00001d049418	n:m	NA
Gh_D11G2496	Zm00001d049418	n:m	NA
Gh_D13G1766	Zm00001d049418	n:m	NA
Gh_D13G1767	Zm00001d049418	n:m	NA
Gh_D13G1770	Zm00001d049418	n:m	NA
Gh_D13G1779	Zm00001d049418	n:m	NA
Gh_Sca007146G01	Zm00001d049418	n:m	NA
Gh_A07G1257	Zm00001d049419	n:m	NA
Gh_A11G2182	Zm00001d049419	n:m	NA
Gh_A11G2183	Zm00001d049419	n:m	NA
Gh_A11G2186	Zm00001d049419	n:m	NA
Gh_A11G2188	Zm00001d049419	n:m	NA
Gh_A11G2191	Zm00001d049419	n:m	NA
Gh_A13G1432	Zm00001d049419	n:m	NA
Gh_D07G1367	Zm00001d049419	n:m	NA
Gh_D11G2491	Zm00001d049419	n:m	NA
Gh_D11G2496	Zm00001d049419	n:m	NA
Gh_D13G1766	Zm00001d049419	n:m	NA
Gh_D13G1767	Zm00001d049419	n:m	NA
Gh_D13G1770	Zm00001d049419	n:m	NA
Gh_D13G1779	Zm00001d049419	n:m	NA
Gh_Sca007146G01	Zm00001d049419	n:m	NA
Gh_A07G1257	Zm00001d049420	n:m	NA
Gh_A11G2182	Zm00001d049420	n:m	NA
Gh_A11G2183	Zm00001d049420	n:m	NA
Gh_A11G2186	Zm00001d049420	n:m	NA
Gh_A11G2188	Zm00001d049420	n:m	NA
Gh_A11G2191	Zm00001d049420	n:m	NA
Gh_A13G1432	Zm00001d049420	n:m	NA
Gh_D07G1367	Zm00001d049420	n:m	NA
Gh_D11G2491	Zm00001d049420	n:m	NA
Gh_D11G2496	Zm00001d049420	n:m	NA
Gh_D13G1766	Zm00001d049420	n:m	NA
Gh_D13G1767	Zm00001d049420	n:m	NA
Gh_D13G1770	Zm00001d049420	n:m	NA
Gh_D13G1779	Zm00001d049420	n:m	NA
Gh_Sca007146G01	Zm00001d049420	n:m	NA
Gh_A07G1257	Zm00001d049424	n:m	NA
Gh_A11G2182	Zm00001d049424	n:m	NA
Gh_A11G2183	Zm00001d049424	n:m	NA
Gh_A11G2186	Zm00001d049424	n:m	NA
Gh_A11G2188	Zm00001d049424	n:m	NA
Gh_A11G2191	Zm00001d049424	n:m	NA
Gh_A13G1432	Zm00001d049424	n:m	NA
Gh_D07G1367	Zm00001d049424	n:m	NA
Gh_D11G2491	Zm00001d049424	n:m	NA
Gh_D11G2496	Zm00001d049424	n:m	NA
Gh_D13G1766	Zm00001d049424	n:m	NA
Gh_D13G1767	Zm00001d049424	n:m	NA
Gh_D13G1770	Zm00001d049424	n:m	NA
Gh_D13G1779	Zm00001d049424	n:m	NA
Gh_A07G1257	Zm00001d049427	n:m	NA
Gh_A11G2182	Zm00001d049427	n:m	NA
Gh_A11G2183	Zm00001d049427	n:m	NA
Gh_A11G2186	Zm00001d049427	n:m	NA
Gh_A11G2188	Zm00001d049427	n:m	NA
Gh_A11G2191	Zm00001d049427	n:m	NA
Gh_A13G1432	Zm00001d049427	n:m	NA
Gh_D07G1367	Zm00001d049427	n:m	NA
Gh_D11G2491	Zm00001d049427	n:m	NA
Gh_D13G1766	Zm00001d049427	n:m	NA
Gh_D13G1767	Zm00001d049427	n:m	NA
Gh_D13G1770	Zm00001d049427	n:m	NA
Gh_D13G1779	Zm00001d049427	n:m	NA
Gh_Sca007146G01	Zm00001d049427	n:m	NA
Gh_A11G2182	Zm00001d049428	n:m	NA
Gh_A11G2183	Zm00001d049428	n:m	NA
Gh_A11G2186	Zm00001d049428	n:m	NA
Gh_A11G2188	Zm00001d049428	n:m	NA
Gh_A11G2191	Zm00001d049428	n:m	NA
Gh_A13G1432	Zm00001d049428	n:m	NA
Gh_D07G1367	Zm00001d049428	n:m	NA
Gh_D11G2491	Zm00001d049428	n:m	NA
Gh_D11G2496	Zm00001d049428	n:m	NA
Gh_D13G1766	Zm00001d049428	n:m	NA
Gh_D13G1767	Zm00001d049428	n:m	NA
Gh_D13G1770	Zm00001d049428	n:m	NA
Gh_D13G1779	Zm00001d049428	n:m	NA
Gh_Sca007146G01	Zm00001d049428	n:m	NA
Gh_A07G1257	Zm00001d049430	n:m	NA
Gh_A11G2182	Zm00001d049430	n:m	NA
Gh_A11G2183	Zm00001d049430	n:m	NA
Gh_A11G2186	Zm00001d049430	n:m	NA
Gh_A11G2188	Zm00001d049430	n:m	NA
Gh_A11G2191	Zm00001d049430	n:m	NA
Gh_A13G1432	Zm00001d049430	n:m	NA
Gh_D07G1367	Zm00001d049430	n:m	NA
Gh_D11G2496	Zm00001d049430	n:m	NA
Gh_D13G1766	Zm00001d049430	n:m	NA
Gh_D13G1767	Zm00001d049430	n:m	NA
Gh_D13G1770	Zm00001d049430	n:m	NA
Gh_D13G1779	Zm00001d049430	n:m	NA
Gh_Sca007146G01	Zm00001d049430	n:m	NA
Gh_A11G2187	Zm00001d049434	1:m	NA
Gh_A11G3246	Zm00001d049434	1:m	NA
Gh_A07G1257	Zm00001d049435	n:m	NA
Gh_A11G2182	Zm00001d049435	n:m	NA
Gh_A11G2183	Zm00001d049435	n:m	NA
Gh_A11G2186	Zm00001d049435	n:m	NA
Gh_A11G2188	Zm00001d049435	n:m	NA
Gh_A11G2191	Zm00001d049435	n:m	NA
Gh_A13G1432	Zm00001d049435	n:m	NA
Gh_D07G1367	Zm00001d049435	n:m	NA
Gh_D11G2491	Zm00001d049435	n:m	NA
Gh_D11G2496	Zm00001d049435	n:m	NA
Gh_D13G1766	Zm00001d049435	n:m	NA
Gh_D13G1767	Zm00001d049435	n:m	NA
Gh_D13G1770	Zm00001d049435	n:m	NA
Gh_D13G1779	Zm00001d049435	n:m	NA
Gh_Sca007146G01	Zm00001d049435	n:m	NA
Gh_A07G1257	Zm00001d049437	n:m	NA
Gh_A11G2182	Zm00001d049437	n:m	NA
Gh_A11G2183	Zm00001d049437	n:m	NA
Gh_A11G2186	Zm00001d049437	n:m	NA
Gh_A11G2188	Zm00001d049437	n:m	NA
Gh_A11G2191	Zm00001d049437	n:m	NA
Gh_A13G1432	Zm00001d049437	n:m	NA
Gh_D07G1367	Zm00001d049437	n:m	NA
Gh_D11G2491	Zm00001d049437	n:m	NA
Gh_D11G2496	Zm00001d049437	n:m	NA
Gh_D13G1766	Zm00001d049437	n:m	NA
Gh_D13G1767	Zm00001d049437	n:m	NA
Gh_D13G1770	Zm00001d049437	n:m	NA
Gh_D13G1779	Zm00001d049437	n:m	NA
Gh_Sca007146G01	Zm00001d049437	n:m	NA
Gh_Sca076964G01	Zm00001d049439	1:01	NA
Gh_D05G3549	Zm00001d049440	1:m	NA
Gh_A06G1287	Zm00001d049441	n:m	NA
Gh_A13G1180	Zm00001d049441	n:m	NA
Gh_D11G2880	Zm00001d049441	n:m	NA
Gh_D13G1475	Zm00001d049441	n:m	NA
Gh_D06G1609	Zm00001d049442	n:m	NA
Gh_D05G2444	Zm00001d049449	n:m	NA
Gh_A02G0066	Zm00001d049450	1:m	NA
Gh_D02G0078	Zm00001d049450	1:m	NA
Gh_D12G2019	Zm00001d049452	1:01	NA
Gh_A03G1475	Zm00001d049455	1:m	NA
Gh_D02G1943	Zm00001d049455	1:m	NA
Gh_D04G1466	Zm00001d049455	1:m	NA
Gh_A03G1435	Zm00001d049457	n:m	NA
Gh_A13G1211	Zm00001d049459	n:m	NA
Gh_D11G2909	Zm00001d049459	n:m	NA
Gh_D13G1507	Zm00001d049459	n:m	NA
Gh_A01G0531	Zm00001d049464	n:m	NA
Gh_A04G0209	Zm00001d049464	n:m	NA
Gh_A06G0995	Zm00001d049479	n:m	NA
Gh_D05G2360	Zm00001d049479	n:m	NA
Gh_D06G1185	Zm00001d049479	n:m	NA
Gh_A06G0994	Zm00001d049480	n:m	NA
Gh_D06G1184	Zm00001d049480	n:m	NA
Gh_A05G0054	Zm00001d049490	1:m	NA
Gh_D07G1868	Zm00001d049493	1:01	NA
Gh_A11G2019	Zm00001d049494	n:m	NA
Gh_A08G2319	Zm00001d049494	n:m	NA
Gh_D08G2692	Zm00001d049494	n:m	NA
Gh_A08G1360	Zm00001d049496	n:m	NA
Gh_D08G1656	Zm00001d049496	n:m	NA
Gh_A11G2984	Zm00001d049496	n:m	NA
Gh_D11G3536	Zm00001d049496	n:m	NA
Gh_D08G2342	Zm00001d049499	1:m	NA
Gh_A07G0135	Zm00001d049500	n:m	NA
Gh_D05G0397	Zm00001d049500	n:m	NA
Gh_D07G2396	Zm00001d049500	n:m	NA
Gh_A07G0824	Zm00001d049502	1:m	NA
Gh_A11G1328	Zm00001d049502	1:m	NA
Gh_D11G1479	Zm00001d049502	1:m	NA
Gh_A07G1660	Zm00001d049505	n:m	NA
Gh_A11G1442	Zm00001d049505	n:m	NA
Gh_D07G1870	Zm00001d049505	n:m	NA
Gh_D11G1597	Zm00001d049505	n:m	NA
Gh_A13G1350	Zm00001d049507	1:m	NA
Gh_D13G1653	Zm00001d049507	1:m	NA
Gh_D13G1659	Zm00001d049507	1:m	NA
Gh_A03G0019	Zm00001d049521	n:m	NA
Gh_A08G1420	Zm00001d049521	n:m	NA
Gh_A12G1899	Zm00001d049521	n:m	NA
Gh_D03G1633	Zm00001d049521	n:m	NA
Gh_D09G1891	Zm00001d049521	n:m	NA
Gh_D12G2080	Zm00001d049521	n:m	NA
Gh_A09G2336	Zm00001d049521	n:m	NA
Gh_A02G1072	Zm00001d049522	1:m	NA
Gh_A08G1425	Zm00001d049525	1:m	NA
Gh_D12G2084	Zm00001d049525	1:m	NA
Gh_A03G1845	Zm00001d049530	1:01	NA
Gh_A08G0933	Zm00001d049533	n:m	NA
Gh_A12G2217	Zm00001d049533	n:m	NA
Gh_D08G1141	Zm00001d049533	n:m	NA
Gh_D12G2722	Zm00001d049533	n:m	NA
Gh_A08G0929	Zm00001d049541	1:m	NA
Gh_D08G1135	Zm00001d049541	1:m	NA
Gh_D12G2714	Zm00001d049541	1:m	NA
Gh_A11G0926	Zm00001d049543	n:m	NA
Gh_A12G1061	Zm00001d049543	n:m	NA
Gh_A12G1062	Zm00001d049543	n:m	NA
Gh_D11G1068	Zm00001d049543	n:m	NA
Gh_D12G1184	Zm00001d049543	n:m	NA
Gh_D11G0765	Zm00001d049544	n:m	NA
Gh_D11G0766	Zm00001d049544	n:m	NA
Gh_D11G1358	Zm00001d049544	n:m	NA
Gh_D12G1793	Zm00001d049544	n:m	NA
Gh_A12G2646	Zm00001d049544	n:m	NA
Gh_A12G2647	Zm00001d049544	n:m	NA
Gh_A02G1138	Zm00001d049548	1:m	NA
Gh_A09G0779	Zm00001d049548	1:m	NA
Gh_D03G0561	Zm00001d049548	1:m	NA
Gh_A08G0986	Zm00001d049550	1:m	NA
Gh_A01G0694	Zm00001d049551	n:m	NA
Gh_A01G0696	Zm00001d049551	n:m	NA
Gh_A01G0697	Zm00001d049551	n:m	NA
Gh_A01G0699	Zm00001d049551	n:m	NA
Gh_A02G0050	Zm00001d049551	n:m	NA
Gh_A04G0399	Zm00001d049551	n:m	NA
Gh_A04G0400	Zm00001d049551	n:m	NA
Gh_A07G1880	Zm00001d049551	n:m	NA
Gh_A13G1031	Zm00001d049551	n:m	NA
Gh_A13G1123	Zm00001d049551	n:m	NA
Gh_A13G1133	Zm00001d049551	n:m	NA
Gh_D01G0710	Zm00001d049551	n:m	NA
Gh_D01G0712	Zm00001d049551	n:m	NA
Gh_D01G0717	Zm00001d049551	n:m	NA
Gh_D02G0063	Zm00001d049551	n:m	NA
Gh_D05G3228	Zm00001d049551	n:m	NA
Gh_D05G3230	Zm00001d049551	n:m	NA
Gh_D05G3234	Zm00001d049551	n:m	NA
Gh_D07G2094	Zm00001d049551	n:m	NA
Gh_D13G1405	Zm00001d049551	n:m	NA
Gh_D13G1407	Zm00001d049551	n:m	NA
Gh_D13G1650	Zm00001d049551	n:m	NA
Gh_Sca010971G01	Zm00001d049551	n:m	NA
Gh_A09G0158	Zm00001d049552	n:m	NA
Gh_A12G1517	Zm00001d049552	n:m	NA
Gh_D04G0449	Zm00001d049552	n:m	NA
Gh_D04G1908	Zm00001d049552	n:m	NA
Gh_D09G0150	Zm00001d049552	n:m	NA
Gh_D12G1640	Zm00001d049552	n:m	NA
Gh_D12G1746	Zm00001d049552	n:m	NA
Gh_A03G0092	Zm00001d049553	n:m	NA
Gh_A08G0262	Zm00001d049553	n:m	NA
Gh_A11G0243	Zm00001d049553	n:m	NA
Gh_D03G1559	Zm00001d049553	n:m	NA
Gh_D08G0354	Zm00001d049553	n:m	NA
Gh_D09G1863	Zm00001d049553	n:m	NA
Gh_D11G0258	Zm00001d049553	n:m	NA
Gh_A07G0354	Zm00001d049554	n:m	NA
Gh_A12G1803	Zm00001d049554	n:m	NA
Gh_D03G1014	Zm00001d049554	n:m	NA
Gh_D07G0416	Zm00001d049554	n:m	NA
Gh_D12G1973	Zm00001d049554	n:m	NA
Gh_A11G0240	Zm00001d049556	n:m	NA
Gh_A08G0636	Zm00001d049557	1:m	NA
Gh_A04G0097	Zm00001d049558	1:m	NA
Gh_A11G2515	Zm00001d049558	1:m	NA
Gh_D05G3630	Zm00001d049558	1:m	NA
Gh_D11G2859	Zm00001d049558	1:m	NA
Gh_A09G1748	Zm00001d049560	1:m	NA
Gh_D03G1544	Zm00001d049560	1:m	NA
Gh_D09G1857	Zm00001d049560	1:m	NA
Gh_A03G1984	Zm00001d049560	1:m	NA
Gh_A07G1046	Zm00001d049563	1:m	NA
Gh_A12G2213	Zm00001d049564	n:m	NA
Gh_D02G0120	Zm00001d049564	n:m	NA
Gh_D12G2392	Zm00001d049564	n:m	NA
Gh_D12G2717	Zm00001d049564	n:m	NA
Gh_A12G2205	Zm00001d049571	n:1	NA
Gh_A05G0982	Zm00001d049579	n:m	NA
Gh_A03G1473	Zm00001d049582	1:m	NA
Gh_D02G1941	Zm00001d049582	1:m	NA
Gh_A02G1362	Zm00001d049583	n:m	NA
Gh_D03G1692	Zm00001d049583	n:m	NA
Gh_A07G0363	Zm00001d049588	1:m	NA
Gh_A12G1795	Zm00001d049588	1:m	NA
Gh_D12G1963	Zm00001d049588	1:m	NA
Gh_A03G0064	Zm00001d049594	n:m	NA
Gh_A08G1496	Zm00001d049594	n:m	NA
Gh_A11G0250	Zm00001d049594	n:m	NA
Gh_D03G1593	Zm00001d049594	n:m	NA
Gh_D08G1794	Zm00001d049594	n:m	NA
Gh_D11G0268	Zm00001d049594	n:m	NA
Gh_D12G2129	Zm00001d049594	n:m	NA
Gh_A10G0211	Zm00001d049598	n:m	NA
Gh_D10G0191	Zm00001d049598	n:m	NA
Gh_A06G2063	Zm00001d049598	n:m	NA
Gh_D06G2346	Zm00001d049598	n:m	NA
Gh_D01G0156	Zm00001d049601	n:m	NA
Gh_A01G2034	Zm00001d049601	n:m	NA
Gh_A12G0391	Zm00001d049605	n:m	NA
Gh_D12G0274	Zm00001d049605	n:m	NA
Gh_D13G0315	Zm00001d049605	n:m	NA
Gh_D12G1874	Zm00001d049606	1:m	NA
Gh_D13G1473	Zm00001d049610	n:m	NA
Gh_D13G1474	Zm00001d049610	n:m	NA
Gh_D06G1622	Zm00001d049612	1:m	NA
Gh_A04G0389	Zm00001d049614	n:m	NA
Gh_A10G0360	Zm00001d049614	n:m	NA
Gh_A12G1097	Zm00001d049614	n:m	NA
Gh_D10G0368	Zm00001d049614	n:m	NA
Gh_A06G2003	Zm00001d049614	n:m	NA
Gh_Sca016465G01	Zm00001d049614	n:m	NA
Gh_A11G1263	Zm00001d049615	1:m	NA
Gh_A05G2744	Zm00001d049619	n:m	NA
Gh_A10G2094	Zm00001d049619	n:m	NA
Gh_A13G0151	Zm00001d049619	n:m	NA
Gh_D04G0645	Zm00001d049619	n:m	NA
Gh_D10G2364	Zm00001d049619	n:m	NA
Gh_D13G0172	Zm00001d049619	n:m	NA
Gh_A03G1565	Zm00001d049624	1:m	NA
Gh_A04G0994	Zm00001d049624	1:m	NA
Gh_A13G0422	Zm00001d049624	1:m	NA
Gh_D04G1545	Zm00001d049624	1:m	NA
Gh_D13G0471	Zm00001d049624	1:m	NA
Gh_D11G1585	Zm00001d049627	1:m	NA
Gh_A10G1644	Zm00001d049628	n:m	NA
Gh_D05G2680	Zm00001d049628	n:m	NA
Gh_D10G1897	Zm00001d049628	n:m	NA
Gh_A05G2972	Zm00001d049630	1:m	NA
Gh_A09G0341	Zm00001d049630	1:m	NA
Gh_D04G0761	Zm00001d049630	1:m	NA
Gh_A06G0320	Zm00001d049632	n:m	NA
Gh_A12G0119	Zm00001d049632	n:m	NA
Gh_A13G0580	Zm00001d049632	n:m	NA
Gh_D06G0350	Zm00001d049632	n:m	NA
Gh_D12G0133	Zm00001d049632	n:m	NA
Gh_D13G0547	Zm00001d049632	n:m	NA
Gh_A03G2160	Zm00001d049632	n:m	NA
Gh_A02G0387	Zm00001d049636	n:m	NA
Gh_D10G1558	Zm00001d049636	n:m	NA
Gh_A10G2296	Zm00001d049636	n:m	NA
Gh_A11G2667	Zm00001d049637	n:1	NA
Gh_A05G2973	Zm00001d049640	n:m	NA
Gh_A09G0334	Zm00001d049640	n:m	NA
Gh_D09G0337	Zm00001d049640	n:m	NA
Gh_A03G1124	Zm00001d049641	n:m	NA
Gh_A07G2081	Zm00001d049641	n:m	NA
Gh_A09G0331	Zm00001d049641	n:m	NA
Gh_A11G0602	Zm00001d049641	n:m	NA
Gh_D07G2296	Zm00001d049641	n:m	NA
Gh_D11G0689	Zm00001d049641	n:m	NA
Gh_A03G1132	Zm00001d049642	n:m	NA
Gh_A04G1197	Zm00001d049642	n:m	NA
Gh_A07G2078	Zm00001d049642	n:m	NA
Gh_A09G0327	Zm00001d049642	n:m	NA
Gh_A11G1422	Zm00001d049642	n:m	NA
Gh_D02G1562	Zm00001d049642	n:m	NA
Gh_D04G1807	Zm00001d049642	n:m	NA
Gh_D07G2293	Zm00001d049642	n:m	NA
Gh_D09G0329	Zm00001d049642	n:m	NA
Gh_D11G0691	Zm00001d049642	n:m	NA
Gh_D09G0320	Zm00001d049643	1:m	NA
Gh_D04G0745	Zm00001d049647	1:01	NA
Gh_A05G2989	Zm00001d049649	n:m	NA
Gh_A07G2072	Zm00001d049649	n:m	NA
Gh_D04G0780	Zm00001d049649	n:m	NA
Gh_A01G1294	Zm00001d049650	n:m	NA
Gh_A05G2970	Zm00001d049652	n:m	NA
Gh_A10G1413	Zm00001d049652	n:m	NA
Gh_D04G0759	Zm00001d049652	n:m	NA
Gh_D09G0346	Zm00001d049652	n:m	NA
Gh_D10G0815	Zm00001d049652	n:m	NA
Gh_A03G0375	Zm00001d049656	1:m	NA
Gh_A10G2005	Zm00001d049656	1:m	NA
Gh_D03G1167	Zm00001d049656	1:m	NA
Gh_D06G1796	Zm00001d049656	1:m	NA
Gh_D10G2312	Zm00001d049656	1:m	NA
Gh_A03G1784	Zm00001d049659	1:m	NA
Gh_A03G1785	Zm00001d049659	1:m	NA
Gh_A03G1786	Zm00001d049659	1:m	NA
Gh_D02G2216	Zm00001d049659	1:m	NA
Gh_D02G2217	Zm00001d049659	1:m	NA
Gh_D02G2218	Zm00001d049659	1:m	NA
Gh_D02G2219	Zm00001d049659	1:m	NA
Gh_A03G0116	Zm00001d049660	n:m	NA
Gh_A08G1578	Zm00001d049660	n:m	NA
Gh_A09G1738	Zm00001d049660	n:m	NA
Gh_A11G0185	Zm00001d049660	n:m	NA
Gh_D03G1524	Zm00001d049660	n:m	NA
Gh_D09G1847	Zm00001d049660	n:m	NA
Gh_D11G0196	Zm00001d049660	n:m	NA
Gh_A03G0117	Zm00001d049661	1:01	NA
Gh_A03G2014	Zm00001d049662	n:m	NA
Gh_A12G2018	Zm00001d049665	n:m	NA
Gh_D12G2196	Zm00001d049665	n:m	NA
Gh_A07G1356	Zm00001d049666	n:m	NA
Gh_A08G0267	Zm00001d049666	n:m	NA
Gh_A11G0733	Zm00001d049666	n:m	NA
Gh_A12G2394	Zm00001d049666	n:m	NA
Gh_D07G1466	Zm00001d049666	n:m	NA
Gh_D08G0360	Zm00001d049666	n:m	NA
Gh_D09G1692	Zm00001d049666	n:m	NA
Gh_D11G0851	Zm00001d049666	n:m	NA
Gh_D12G2521	Zm00001d049666	n:m	NA
Gh_A09G2378	Zm00001d049666	n:m	NA
Gh_A07G1356	Zm00001d049668	n:m	NA
Gh_A08G0267	Zm00001d049668	n:m	NA
Gh_A08G1212	Zm00001d049668	n:m	NA
Gh_A11G0733	Zm00001d049668	n:m	NA
Gh_A12G2394	Zm00001d049668	n:m	NA
Gh_D07G1466	Zm00001d049668	n:m	NA
Gh_D09G1692	Zm00001d049668	n:m	NA
Gh_D11G0851	Zm00001d049668	n:m	NA
Gh_D12G2521	Zm00001d049668	n:m	NA
Gh_A09G2378	Zm00001d049668	n:m	NA
Gh_D11G1060	Zm00001d049680	1:m	NA
Gh_A11G0914	Zm00001d049684	1:m	NA
Gh_A12G1048	Zm00001d049684	1:m	NA
Gh_D11G1061	Zm00001d049684	1:m	NA
Gh_A11G1970	Zm00001d049685	1:m	NA
Gh_A12G0688	Zm00001d049685	1:m	NA
Gh_A08G0072	Zm00001d049691	n:m	NA
Gh_D13G1226	Zm00001d049692	n:m	NA
Gh_A11G1130	Zm00001d049694	n:m	NA
Gh_D02G1023	Zm00001d049707	n:m	NA
Gh_D05G2410	Zm00001d049707	n:m	NA
Gh_A11G1989	Zm00001d049708	n:m	NA
Gh_A05G1078	Zm00001d049709	1:m	NA
Gh_A10G0592	Zm00001d049709	1:m	NA
Gh_D10G0639	Zm00001d049709	1:m	NA
Gh_A06G1040	Zm00001d049712	1:m	NA
Gh_D10G1086	Zm00001d049716	n:m	NA
Gh_A11G0552	Zm00001d049718	n:m	NA
Gh_D10G1037	Zm00001d049722	n:m	NA
Gh_A11G3219	Zm00001d049722	n:m	NA
Gh_A08G0529	Zm00001d049723	n:m	NA
Gh_D08G0623	Zm00001d049723	n:m	NA
Gh_D11G0796	Zm00001d049723	n:m	NA
Gh_A05G2349	Zm00001d049730	n:1	NA
Gh_A05G2111	Zm00001d049734	n:m	NA
Gh_D05G2358	Zm00001d049734	n:m	NA
Gh_A05G2024	Zm00001d049736	n:m	NA
Gh_D05G2268	Zm00001d049736	n:m	NA
Gh_D05G2385	Zm00001d049738	1:m	NA
Gh_A07G0688	Zm00001d049741	1:m	NA
Gh_D13G0574	Zm00001d049743	1:m	NA
Gh_A04G0294	Zm00001d049744	1:m	NA
Gh_D04G1825	Zm00001d049746	n:m	NA
Gh_A13G2303	Zm00001d049748	1:m	NA
Gh_A05G0010	Zm00001d049750	n:m	NA
Gh_A10G1605	Zm00001d049750	n:m	NA
Gh_D05G0014	Zm00001d049750	n:m	NA
Gh_D06G1236	Zm00001d049750	n:m	NA
Gh_D10G1860	Zm00001d049750	n:m	NA
Gh_A06G2116	Zm00001d049750	n:m	NA
Gh_D04G0065	Zm00001d049753	1:m	NA
Gh_A12G1068	Zm00001d049756	1:m	NA
Gh_A05G0981	Zm00001d049760	1:m	NA
Gh_A03G0763	Zm00001d049761	n:m	NA
Gh_D02G2400	Zm00001d049761	n:m	NA
Gh_D13G2219	Zm00001d049762	n:m	NA
Gh_A10G0016	Zm00001d049763	n:m	NA
Gh_D10G0018	Zm00001d049763	n:m	NA
Gh_A02G0207	Zm00001d049765	n:m	NA
Gh_A09G1836	Zm00001d049765	n:m	NA
Gh_D02G0272	Zm00001d049765	n:m	NA
Gh_A08G0744	Zm00001d049766	n:m	NA
Gh_D03G1413	Zm00001d049766	n:m	NA
Gh_D08G0886	Zm00001d049766	n:m	NA
Gh_D06G1125	Zm00001d049768	n:1	NA
Gh_D07G1388	Zm00001d049771	1:01	NA
Gh_A13G0953	Zm00001d049785	n:m	NA
Gh_D13G1205	Zm00001d049785	n:m	NA
Gh_A09G2404	Zm00001d049785	n:m	NA
Gh_A07G0831	Zm00001d049786	n:m	NA
Gh_A07G1795	Zm00001d049786	n:m	NA
Gh_D07G0892	Zm00001d049786	n:m	NA
Gh_D07G1998	Zm00001d049786	n:m	NA
Gh_D11G1457	Zm00001d049786	n:m	NA
Gh_A05G1271	Zm00001d049790	n:1	NA
Gh_A05G1396	Zm00001d049796	1:m	NA
Gh_A07G0854	Zm00001d049796	1:m	NA
Gh_A09G1334	Zm00001d049796	1:m	NA
Gh_D13G1777	Zm00001d049796	1:m	NA
Gh_D01G1330	Zm00001d049800	1:m	NA
Gh_A04G1206	Zm00001d049815	n:m	NA
Gh_A09G2185	Zm00001d049815	n:m	NA
Gh_A09G2186	Zm00001d049815	n:m	NA
Gh_A09G2188	Zm00001d049815	n:m	NA
Gh_D01G1586	Zm00001d049815	n:m	NA
Gh_D04G1819	Zm00001d049815	n:m	NA
Gh_A01G2124	Zm00001d049815	n:m	NA
Gh_A03G1790	Zm00001d049823	n:m	NA
Gh_D02G2223	Zm00001d049823	n:m	NA
Gh_A11G0344	Zm00001d049824	1:m	NA
Gh_A01G1277	Zm00001d049826	n:m	NA
Gh_A05G2691	Zm00001d049826	n:m	NA
Gh_D02G1507	Zm00001d049826	n:m	NA
Gh_D05G2989	Zm00001d049826	n:m	NA
Gh_A03G2124	Zm00001d049826	n:m	NA
Gh_A06G1530	Zm00001d049830	n:m	NA
Gh_A10G1712	Zm00001d049830	n:m	NA
Gh_D06G1899	Zm00001d049830	n:m	NA
Gh_D10G1984	Zm00001d049830	n:m	NA
Gh_D13G0037	Zm00001d049830	n:m	NA
Gh_A05G2944	Zm00001d049831	n:m	NA
Gh_A07G2111	Zm00001d049831	n:m	NA
Gh_D07G2322	Zm00001d049831	n:m	NA
Gh_D11G1611	Zm00001d049832	1:01	NA
Gh_A01G1283	Zm00001d049834	n:m	NA
Gh_A01G0724	Zm00001d049835	n:m	NA
Gh_A07G1745	Zm00001d049835	n:m	NA
Gh_D01G0743	Zm00001d049835	n:m	NA
Gh_D07G1949	Zm00001d049835	n:m	NA
Gh_Sca004880G01	Zm00001d049851	n:m	NA
Gh_A09G0252	Zm00001d049853	n:m	NA
Gh_D09G0250	Zm00001d049853	n:m	NA
Gh_A09G0323	Zm00001d049857	n:m	NA
Gh_A09G0372	Zm00001d049857	n:m	NA
Gh_D09G0392	Zm00001d049857	n:m	NA
Gh_Sca159903G01	Zm00001d049858	n:1	NA
Gh_A03G1332	Zm00001d049860	n:m	NA
Gh_A03G1333	Zm00001d049860	n:m	NA
Gh_A04G0868	Zm00001d049860	n:m	NA
Gh_D04G1368	Zm00001d049860	n:m	NA
Gh_A01G0152	Zm00001d049872	n:m	NA
Gh_A03G1344	Zm00001d049872	n:m	NA
Gh_D01G0195	Zm00001d049872	n:m	NA
Gh_D02G1781	Zm00001d049872	n:m	NA
Gh_A03G1348	Zm00001d049873	1:m	NA
Gh_D09G2211	Zm00001d049881	1:m	NA
Gh_A08G1700	Zm00001d049884	n:m	NA
Gh_A11G1226	Zm00001d049884	n:m	NA
Gh_D11G1373	Zm00001d049884	n:m	NA
Gh_A08G1937	Zm00001d049888	n:m	NA
Gh_D08G2302	Zm00001d049888	n:m	NA
Gh_D11G2520	Zm00001d049888	n:m	NA
Gh_A10G0644	Zm00001d049894	n:m	NA
Gh_D05G1159	Zm00001d049894	n:m	NA
Gh_D10G0751	Zm00001d049894	n:m	NA
Gh_D09G2186	Zm00001d049903	1:m	NA
Gh_A03G0252	Zm00001d049905	n:m	NA
Gh_D03G1313	Zm00001d049905	n:m	NA
Gh_A11G2276	Zm00001d049906	1:m	NA
